image,title,price,city,district,road,rooms,mrt_line,floor_size
https://urhouse.s3.amazonaws.com/attachments/images/old/2369/1.jpg,近東門站.仁愛路.靜巷裝潢美宅【,50000,台北市,中正區,仁愛路二段,2,東門,13.780000
https://urhouse.s3.amazonaws.com/attachments/images/old/15532/1.jpg,MRT中山國中.經典優雅.日商首,50000,台北市,中山區,合江街,2,中山國中,24.260000
https://urhouse.s3.amazonaws.com/attachments/images/old/15460/1.jpg,MRT明德  3房美宅  租金含,50000,台北市,北投區,榮華三路,3,明德,35.770000
https://urhouse.s3.amazonaws.com/images/rentals/abe91e465b7716462b975aa2c7f2b221.jpg?31363536333234353332,MRT民權西路 全新裝潢,50000,台北市,中山區,中山北路二段,2,民權西路,30.380000
https://urhouse.s3.amazonaws.com/images/rentals/46f5ffb3777b7659bb35da6ddab19e05.jpg?31363536363637393833,信義安和.通化夜市 精美1房,50000,台北市,大安區,光復南路,1,信義安和,19.370000
https://urhouse.s3.amazonaws.com/attachments/images/old/4831/1.jpg,MRT士林*高樓三房*平車,50000,台北市,士林區,基河路,3,士林,37.400000
https://urhouse.s3.amazonaws.com/images/rentals/8480ce3751484ef6ea7471ad04eaa9a7.jpg?31363536373433353131,MRT世貿101/精美公園宅3房,50000,台北市,信義區,松勤街,3,台北101/世貿,52.090000
https://urhouse.s3.amazonaws.com/attachments/images/old/1723/1.jpg,影片。東門站。永康商全。簡約兩房,50000,台北市,大安區,永康街,2,東門,22.830000
https://urhouse.s3.amazonaws.com/images/rentals/7c7b8ecb4103d42ead56a8849982855b.jpg?31363530333530373730,MRT101/有管理/高樓兩房,52000,台北市,信義區,光復南路,2,台北101/世貿,25.170000
https://urhouse.s3.amazonaws.com/images/rentals/d7e81e78801865d4e4c1be615e762ba4.jpg?31363537313735383638,陽明山景觀宅  @TES,50000,台北市,士林區,菁山路,3,士林,75.210000
https://urhouse.s3.amazonaws.com/images/rentals/ca5d2301e833bedfa62053bb8210da20.jpg?31363537313834393631,MRT六張犁*新裝潢首租*靜巷,50000,台北市,大安區,樂業街,2,六張犁,21.190000
https://urhouse.s3.amazonaws.com/images/rentals/d1dd8694b6108ff7bccc19acd47be4ff.jpg?31363438383739343638,近榮總 靜巷溫馨裝潢 獨立小院子,52000,台北市,北投區,石牌路二段,3,"",42.710000
https://urhouse.s3.amazonaws.com/images/rentals/8e08227323cd829e449559bb381484b7.jpg?31363536353537373336,信義區精美裝潢2房,54000,台北市,信義區,基隆路二段,1,六張犁,28.500000
https://urhouse.s3.amazonaws.com/attachments/images/old/3790/1.jpg,MRT大安. 都會風大2房,53000,台北市,大安區,大安路二段,2,大安,33.900000
https://urhouse.s3.amazonaws.com/images/rentals/a5148ecf1c9f85aadcf0e2feb881df73.jpg?31363439343132303634,落地採光*質感裝潢*含車位,52000,台北市,中山區,建國北路三段,2,行天宮,22.670000
https://urhouse.s3.amazonaws.com/attachments/images/old/11008/1.jpg,MRT信義安和  精品二房美宅,55000,台北市,大安區,光復南路,2,信義安和,25.570000
https://urhouse.s3.amazonaws.com/images/rentals/afd53be629a8800e6447030f2e0961f7.jpg?31363439313531323531,MRT信義安和*雙衛浴*外商首選,52000,台北市,大安區,通安街,2,信義安和,24.930000
https://urhouse.s3.amazonaws.com/attachments/images/old/13370/1.jpg,MRT芝山站 忠誠公園華廈,55000,台北市,士林區,中山北路六段,4,芝山,57.020000
